possession team1,possession team2,possession in contest,number of goals team1,number of goals team2,total attempts team1,total attempts team2,conceded team1,conceded team2,goal inside the penalty area team1,goal inside the penalty area team2,goal outside the penalty area team1,goal outside the penalty area team2,assists team1,assists team2,on target attempts team1,on target attempts team2,off target attempts team1,off target attempts team2,attempts inside the penalty area team1,attempts inside the penalty area team2,attempts outside the penalty area team1,attempts outside the penalty area team2,left channel team1,left channel team2,left inside channel team1,left inside channel team2,central channel team1,central channel team2,right inside channel team1,right inside channel team2,right channel team1,right channel team2,total offers to receive team1,total offers to receive team2,inbehind offers to receive team1,inbehind offers to receive team2,inbetween offers to receive team1,inbetween offers to receive team2,infront offers to receive team1,infront offers to receive team2,receptions between midfield and defensive lines team1,receptions between midfield and defensive lines team2,attempted line breaks team1,attempted line breaks team2,completed line breaksteam1,completed line breaks team2,attempted defensive line breaks team1,attempted defensive line breaks team2,completed defensive line breaksteam1,completed defensive line breaks team2,yellow cards team1,yellow cards team2,red cards team1,red cards team2,fouls against team1,fouls against team2,offsides team1,offsides team2,passes team1,passes team2,passes completed team1,passes completed team2,crosses team1,crosses team2,crosses completed team1,crosses completed team2,switches of play completed team1,switches of play completed team2,corners team1,corners team2,free kicks team1,free kicks team2,penalties scored team1,penalties scored team2,goal preventions team1,goal preventions team2,own goals team1,own goals team2,forced turnovers team1,forced turnovers team2,defensive pressures applied team1,defensive pressures applied team2,match_day,match_month,match_hour,goal_difference_team1,team1_ARGENTINA,team1_AUSTRALIA,team1_BELGIUM,team1_BRAZIL,team1_CAMEROON,team1_CANADA,team1_COSTA RICA,team1_CROATIA,team1_DENMARK,team1_ECUADOR,team1_ENGLAND,team1_FRANCE,team1_GERMANY,team1_GHANA,team1_IRAN,team1_JAPAN,team1_KOREA REPUBLIC,team1_MEXICO,team1_MOROCCO,team1_NETHERLANDS,team1_POLAND,team1_PORTUGAL,team1_QATAR,team1_SAUDI ARABIA,team1_SENEGAL,team1_SERBIA,team1_SPAIN,team1_SWITZERLAND,team1_TUNISIA,team1_UNITED STATES,team1_URUGUAY,team1_WALES,team2_ARGENTINA,team2_AUSTRALIA,team2_BELGIUM,team2_BRAZIL,team2_CAMEROON,team2_CANADA,team2_COSTA RICA,team2_CROATIA,team2_DENMARK,team2_ECUADOR,team2_ENGLAND,team2_FRANCE,team2_GERMANY,team2_GHANA,team2_IRAN,team2_JAPAN,team2_KOREA REPUBLIC,team2_MEXICO,team2_MOROCCO,team2_NETHERLANDS,team2_POLAND,team2_PORTUGAL,team2_QATAR,team2_SAUDI ARABIA,team2_SENEGAL,team2_SERBIA,team2_SPAIN,team2_SWITZERLAND,team2_TUNISIA,team2_UNITED STATES,team2_URUGUAY,team2_WALES,category_Final,category_Group A,category_Group B,category_Group C,category_Group D,category_Group E,category_Group F,category_Group G,category_Group H,category_Play-off for third place,category_Quarter-final,category_Round of 16,category_Semi-final,result_team1_draw,result_team1_loss,result_team1_win
-0.22201410967157087,0.5439858012278569,-1.6437411094393177,-1.0253410811435453,0.8501782839920967,-1.2446746988966733,-0.9165446629809161,0.8501782839920967,-1.0253410811435453,-0.9470341763749008,1.0237807458772001,0,0,-0.8663142233368352,0.29907522791591373,-1.6763134537060542,-0.2785430072655778,0.12493782775200622,-0.7032474295781255,-1.316849575143852,-0.6674529449858249,-0.4909440476977353,-0.8482492670153388,0.2115775882310256,-0.7606584746145859,-1.95750372025933,0.8117252266666702,-0.5853227796982716,0.25801019956776355,-1.2254534551740228,-0.3308114834223019,-0.4606048253851781,-1.0467654389264973,-0.4285693153168729,-0.10834281570060758,-0.30959159633578415,0.2027587186503533,0.05006149719996389,-0.43814137964662553,-0.7686507648107539,0.0026383890249222367,-0.932985143054187,-0.44878710886520023,-1.1521354808724396,-0.4178460507016425,-0.8571682020809048,-0.2713920223191624,-1.3379557153279609,-0.858357087110422,-1.0751231552513218,-0.5267505887779919,1.2845551109471935,0.16666666666666666,0,0,0.4531797213963669,0.7023218368796967,0.6017931303468194,1.1853501052285835,-0.38366922194045244,-0.07343019346961899,-0.3596824102355022,-0.06624051903546314,-1.112349237355298,-0.6347024769114006,-0.18143024173502584,-0.03468961565679801,0.6845658410167786,0.8349326628905945,-1.2644560038326347,-0.5241703905254769,1.1720661511139554,0.5055154632043776,0,2.3333333333333335,-0.9537616583059708,-1.2844870071676033,0,0,-1.3982025901291664,0.13966335151186463,-0.3847754794734409,-0.17769486434632661,0.17450931014203802,-0.7745966692414834,0.05308645373619525,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2.3152900008606676,-2.062941323496945,-1.2229433854228524,2.8729854055804287,0.8501782839920967,0.37688623198143545,-0.5694508261124035,0.8501782839920967,2.8729854055804287,2.9217011824332046,1.0237807458772001,0,0,3.569214600147761,0.29907522791591373,1.1154650862951068,-0.2785430072655778,-0.7167485907878252,-0.3570333104012022,0.8167801162284652,-0.21542132086844085,-0.4909440476977353,-0.8482492670153388,-0.4039208502592307,-1.452166178809664,0.031071487623163967,-1.3922317524040466,-0.9387252127236432,-0.6593593988953957,-0.47493650655069786,-1.2931721624689982,-0.11379648627163225,-1.9708066539788534,2.774967811956747,-2.011310967972,2.4058624052600095,-1.8317016447565817,2.2098575192555487,-2.149407771209035,2.7401519631039855,-1.4376116198738045,0.6690186147754414,-1.1668464830495207,1.9842867122615409,-2.364040055047837,1.9343176241648739,-2.2294939620582546,0.9191557385366717,-1.836425696755532,1.02054837579694,-1.1079926177743966,-1.0312625538590146,0.16666666666666666,0,0,-0.6992773184460497,0.4363538039785098,0.01823615546505513,0.01823615546505513,1.930634806230678,-1.6257918577357318,1.8819097535536098,-1.6172380379146,0.6001334373360199,-1.475136101511324,0.7352699270314205,-1.3667708568778416,1.4909256046684443,-0.9266835049664841,1.275796416423062,-1.6063286161264614,0.45538875935000817,-0.8505978752121562,0,2.3333333333333335,-0.6127519033809309,0.33137871192284607,0,0,-0.6279877047997977,0.13966335151186463,-1.7186638083147026,1.5287986412271584,0.27334644154991794,-0.7745966692414834,-0.9661734579987536,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.05286050230275497,0.12351368433675977,-0.38134793738992173,-1.0253410811435453,0.8501782839920967,0.579581348341199,-0.3959039076781472,0.8501782839920967,-1.0253410811435453,-0.9470341763749008,1.0237807458772001,0,0,-0.8663142233368352,0.29907522791591373,-0.47983693656269955,-0.2785430072655778,1.3874674555617534,-0.010819191224278855,0.016668981963846228,-0.4414371329271329,1.1412855134791509,-0.11955191011625581,-0.2500462406366666,-0.34575385209753906,-0.3666435539533348,-0.7625297583838417,-0.9387252127236432,-0.9651492650497822,-0.09967803223903536,0.6315491956243945,0.23301185284191364,1.1093307295290005,-0.5351565025459397,-0.2629589780726582,-0.10071051928995389,-0.07216835748571898,-0.021454927371413093,-0.3703684532481143,-1.003353288417091,-0.19601678461628144,0.5233819095182025,0.6283019524112803,-0.6908969230586188,-0.16556164273083948,-0.766141490355499,-0.38017546341577857,0.49594734093705306,0.6087458273572429,0.8459090815429182,0.05449144021841295,0.1266462785440895,-0.5,0,0,0.06902737478222808,0.17038577107732286,0.01823615546505513,-0.5653208194167091,-0.815586686808045,-0.32811452901327814,-0.7964396226643263,-0.2791225314306388,0.11085267313850049,0.9060925015217925,0.7352699270314205,1.7414187059712603,0.6845658410167786,-0.04587542103794476,0.5500100106357201,0.9187072436091692,-0.022396168492623353,-0.0756759675455655,0,-0.3333333333333333,-0.44224702591841103,0.7353451416954584,0,0,-0.6279877047997977,0.21415047231819243,-0.3049701948419124,-0.5264672596460169,0.27334644154991794,-0.7745966692414834,0.05308645373619525,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5391771234881008,-0.3810528559325567,-0.802145661406387,-0.3756200000228829,-0.10440785943762591,-1.0419795825369098,-0.7429977445466598,-0.10440785943762591,-0.3756200000228829,-0.3022449499068832,0.015750473013495386,0,0,-0.12705941942273583,-0.8268550418851732,-1.2774879479916026,-0.2785430072655778,-0.29590538151790946,-0.7032474295781255,-0.7834421523007727,-0.4414371329271329,-0.8990014379919569,-0.8482492670153388,0.057702978608461526,-0.8989600154536015,0.031071487623163967,-0.7625297583838417,-0.2319203466729001,-0.04777966658662288,-0.09967803223903536,-0.9723852694534328,-0.11379648627163225,-0.8927585697511046,0.7853403170141661,-0.6792332613820252,0.6751334811659871,-0.5395443869170419,1.4946932735417788,-0.6922898536410428,0.0645431939917427,-0.5337305798063278,0.08647179374648563,-0.26927226531912013,0.7850664619456071,0.26692591379053715,0.9633660324272116,-0.12634743419034072,0.6370168068035926,-0.20631134734701537,0.8459090815429182,-0.3330032457791902,1.2845551109471935,0.16666666666666666,0,0,0.4531797213963669,-0.6275183276262379,-0.5653208194167091,-0.5653208194167091,0.383467767899003,-0.5039679987934237,0.4624488131599314,-0.6014867216290477,1.5786949657310587,-0.4946302061447467,-0.18143024173502584,0.8533645451572311,-0.39058051051877557,0.5413299682477482,0.18711680774204908,-0.5241703905254769,-0.7390735602565706,0.11805450937108218,0,2.3333333333333335,-0.7832567808434509,-0.8805205773949909,0,0,0.6323639257391691,0.13966335151186463,-0.5443860487364979,-0.01576482367147038,0.27334644154991794,-0.7745966692414834,1.072346365471144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.6386755713854042,-1.642469206605848,0.03944978662654362,-0.3756200000228829,0.8501782839920967,0.579581348341199,-1.437185418283685,0.8501782839920967,-0.3756200000228829,-0.3022449499068832,1.0237807458772001,0,0,-0.8663142233368352,0.29907522791591373,0.7166395805806551,-0.6499336836196815,0.12493782775200622,-1.7418897871088954,0.8167801162284652,-0.8934687570445169,-0.08288665740351375,-1.5769466239144219,-0.2500462406366666,-1.452166178809664,-0.3666435539533348,-0.7625297583838417,0.12148208635247147,-0.6593593988953957,1.4013558650076148,-0.6515983764378673,1.1000327006257784,-0.7387517005757118,0.3412270368930543,-1.678291541324506,0.9138547120755075,-1.3918183229388659,-0.779529027828009,-1.3869623492257832,0.9564127836958236,-1.4872754132841055,2.125385667347831,-0.26927226531912013,0.5390725644449028,-1.0665773854837075,0.38686352483297476,-1.39548758031753,2.894128260668225,-0.5323342172287187,2.5923020240831365,-0.5267505887779919,-1.0312625538590146,2.8333333333333335,0,0,-1.0834296650601885,2.2981300342868183,4.686691954519168,-0.5653208194167091,0.6477754702806642,-1.3650436094410332,0.5909068168154679,-1.3982736823081339,1.334054583632299,-1.3350638307446703,2.2631035416421645,-0.9227437764708272,-0.39058051051877557,0.24772727360490168,1.6386896193167328,-0.8848897990591384,1.8887435428779027,0.3117849862877299,1,-0.3333333333333333,-1.2947714132310106,0.5333619268091522,0,0,-0.4879486347399125,0.735560317962487,-1.4450456895780335,0.8437100076027666,0.3721835729577979,-0.7745966692414834,-1.9854333697337025,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.8774843382257326,-0.8856193962018732,0.03944978662654362,-1.0253410811435453,-1.0589940028673486,-0.028504000738091756,-0.048810070809634586,-1.0589940028673486,-1.0253410811435453,-0.9470341763749008,-0.9922797998502093,0,0,-0.8663142233368352,-0.8268550418851732,-0.08101143084824797,-1.0213243599737853,-0.29590538151790946,0.6816090471295678,0.016668981963846228,-0.21542132086844085,-0.08288665740351375,0.2447967683332857,0.5193268074761537,-0.6223569337755703,-0.3666435539533348,-0.7625297583838417,0.8282869524032146,-0.9651492650497822,0.6508389163842897,-0.6515983764378673,1.1000327006257784,-1.0467654389264973,0.5247938593431138,-0.43541546687225313,0.7646539427570573,-0.8419641706667214,0.6364961786852551,-0.15010644245295268,0.2170998343358618,-0.33507540616512405,0.37774520426096353,-0.6283019524112803,0.5083233272573148,0.26692591379053715,0.6599436600091922,-0.7790480807700381,0.35487787507051355,-0.20631134734701537,0.32199119878085275,-0.7204979317767934,0.1266462785440895,-0.5,0,0,-0.6992773184460497,-0.6275183276262379,-0.5653208194167091,-0.5653208194167091,0.5446310010585524,-0.6373740793162928,0.5523694157188069,-0.7170512426435717,1.0894142015335393,-0.7747747476780545,1.651970095797867,-0.47871669606381256,1.2221390167845558,-1.5138888942521769,2.3644760251040746,1.6401460606764922,-0.7390735602565706,-0.8505978752121562,0,-0.3333333333333333,-0.1012372709933712,-0.07258771784976628,0,0,0.2822662505894561,0.21415047231819243,-0.7267981278942772,-0.07804560854641508,0.3721835729577979,-0.7745966692414834,-0.9661734579987536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7929075345413246,-1.0538082429583122,1.3018429586759397,-1.0253410811435453,-1.0589940028673486,0.37688623198143545,-0.5694508261124035,-1.0589940028673486,-1.0253410811435453,-0.9470341763749008,-0.9922797998502093,0,0,-0.8663142233368352,-0.8268550418851732,-0.08101143084824797,-1.0213243599737853,0.12493782775200622,-0.3570333104012022,0.8167801162284652,0.010594491190251189,-0.4909440476977353,-1.2125979454648803,0.9809506363438459,-0.7606584746145859,0.42878652919966276,0.49687422965656786,-1.2921276457490147,0.25801019956776355,-0.47493650655069786,-0.3308114834223019,2.660670226636735,0.03128264530125164,-0.2686885344732727,-1.5117818280007593,0.048490250028496315,-1.3093402000980443,-0.4219469049711242,-1.8952592972146176,-0.20536470815554494,-0.9409736857707953,1.2515654358043973,-1.3463613265956007,-0.10666141649444602,-0.5980491992522161,0.08344115241495534,-0.8878315218666543,1.9066419996024484,-1.0213685220512736,1.5444662585590054,-1.4954873037719998,0.1266462785440895,-0.5,0,0,0.2611035480892975,0.9682898697808836,0.6017931303468194,-1.1488777942984731,-0.1580406955170832,-1.0315284081338605,-0.09634350274165238,-1.0880741785323063,1.8233353478298184,-1.1949915599780163,1.0408366499535693,-0.9227437764708272,0.6845658410167786,-1.5138888942521769,0.5500100106357201,0.19726842654184615,0.45538875935000817,0.3117849862877299,0,-0.3333333333333333,-0.6127519033809309,0.7353451416954584,0,0,-0.7680267748596828,-0.009310890100790975,-1.103023041157197,-0.04067713762144826,0.3721835729577979,-0.7745966692414834,0.05308645373619525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9620611419101405,-0.7174305494454344,-1.2229433854228524,1.5735432433391041,-0.10440785943762591,2.2011422792193076,-1.2636384998494288,-0.10440785943762591,1.5735432433391041,1.6321227294971694,0.015750473013495386,0,0,2.090704992319562,0.29907522791591373,1.1154650862951068,-1.0213243599737853,1.8083106648316691,-0.7032474295781255,2.9504098076007823,-1.119484569103209,-0.08288665740351375,-0.8482492670153388,2.5196967325694866,-0.34575385209753906,0.42878652919966276,-0.7625297583838417,-0.5853227796982716,-0.04777966658662288,1.4013558650076148,-1.2931721624689982,1.2734368701825514,-0.5847448314003192,0.5840089633592621,-0.1737573459349367,0.7049736350296772,-0.677007924985078,-0.7080126032566321,-0.08233351605444142,1.4610232094494484,0.0026383890249222367,2.125385667347831,-0.6283019524112803,-0.014413704931681894,-1.2107399043241662,0.6296014227673903,-0.8153092278022435,1.9066419996024484,-0.5323342172287187,2.94158061259118,-0.5267505887779919,-1.0312625538590146,0.8333333333333334,0,0,-1.4675820116743274,-0.36155029472505096,-1.1488777942984731,-1.1488777942984731,1.4471451067520296,-0.15832497198417203,1.509381542952554,-0.1270639511483705,1.9456555388791983,-1.3350638307446703,3.7909371562529084,-0.9227437764708272,-0.121793922634887,-0.33947811568079117,1.275796416423062,-1.2456092075928,-0.7390735602565706,-1.8192502597953948,0,-0.3333333333333333,-1.2947714132310106,2.1492276458996016,0,0,-0.5579681697698551,-1.0521305813893802,-0.45318000915760814,0.2831829437282642,0.3721835729577979,-0.7745966692414834,1.072346365471144,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-1.0677821465156505,1.1326467648753928,0.03944978662654362,-1.0253410811435453,-1.0589940028673486,-0.6365893498173826,-0.9165446629809161,-1.0589940028673486,-1.0253410811435453,-0.9470341763749008,-0.9922797998502093,0,0,-0.8663142233368352,-0.8268550418851732,-0.8786624422771511,-0.6499336836196815,-1.9792782185975724,-1.049461548755049,-1.0501458637223124,-0.6674529449858249,0.3251707328907078,-0.8482492670153388,-0.8655446791269229,-0.20745231125852343,-1.5597886786828312,-0.44767876137373935,0.47488451937784304,0.25801019956776355,-1.6007119294856855,-0.01002459040673642,-0.11379648627163225,-0.8927585697511046,-0.5588425441523991,0.45065407902911386,-0.6079931349726846,-0.5670370945306491,-0.5506764691996028,-0.26870906365034736,-0.4165969794012483,1.1151073614156628,-1.078621848311426,-0.26927226531912013,-0.9676400577469112,0.08672276523996354,-1.0088793882899145,0.34504747722832957,-1.1968862494614214,-0.04329991240616372,-1.0751231552513218,-0.13925590278038866,-0.4523081376574625,-1.1666666666666667,0,0,0.8373320680105057,-0.36155029472505096,-1.1488777942984731,-0.5653208194167091,-0.9638568613148305,1.0605214909747682,-0.9441663268681932,1.0468282886307412,-0.9900290463059181,0.06565887692186903,-1.0981304105014722,-0.03468961565679801,-0.121793922634887,0.24772727360490168,-1.6273492067263058,0.19726842654184615,-0.5001810963352549,0.5055154632043776,0,-0.3333333333333333,-0.7832567808434509,-0.6785373625086848,0,0,1.0524811359188246,-0.9031563397767245,1.1543264384203227,-0.949976596795641,0.47102070436567783,-0.7745966692414834,-1.9854333697337025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.723252375069812,-1.810658053362287,0.46024751064300895,-0.3756200000228829,0.8501782839920967,2.8092276282985984,-0.22235698924389088,0.8501782839920967,-0.3756200000228829,-0.3022449499068832,1.0237807458772001,0,0,-0.8663142233368352,0.29907522791591373,1.9131160977240098,-0.2785430072655778,2.6499970833715003,0.3353949279526445,2.1502986733361635,0.6886419273663272,2.3654576843618154,-1.5769466239144219,1.5964490748341023,-1.1755630971316327,1.621931653929159,-1.3922317524040466,3.3021039835808157,-0.6593593988953957,0.27558044207262716,-0.6515983764378673,1.620245209296097,-0.27673109304953375,1.6143517732402415,-1.2144430542083544,2.167141174350489,-0.4845589716898274,1.9237918209700406,-1.132813875231366,0.7686507648107539,-1.1892926528223,1.1059287305471583,-0.08975742177304004,2.076534423824305,-1.9315524985264607,2.1467132848574875,-1.3229652862531192,0.6370168068035926,-0.20631134734701537,1.7191055528130272,0.24823878321721454,-1.0312625538590146,-1.1666666666666667,0,0,-1.275505838367258,0.4363538039785098,1.1853501052285835,1.1853501052285835,2.0015466288208796,-1.4014270859472702,1.9654074559297083,-1.2948738477161914,1.2117343925829192,-0.3545579353780927,1.346403372875718,-0.47871669606381256,-0.659367098402664,-1.2202861996093306,0.5500100106357201,0.5579878350755076,0.6942812232713239,-0.8505978752121562,1,-0.3333333333333333,0.06926760646914872,2.957160505444826,0,0,-1.1881439850393385,1.2569701636067816,-1.4336449346306723,2.4131857864513733,0.47102070436567783,-0.7745966692414834,-0.9661734579987536,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
